('asp-4', 'C35E7.11')
('ifa-3', 'acs-2')
('dao-6', 'cyy-1')
('metr-1', 'Y24F12A.1')
('C08D8.7', 'R148.3')
('F16F9.4', 'istr-1')
('sro-1', 'F37B12.3')
('F46F11.1', 'zig-10')
('rpl-7', 'B0432.8')
('srh-245', 'isy-1')
('C05C12.6', 'fbxa-46')
('C38C3.10', 'Y87G2A.18')
('valv-1', 'T09B4.2')
('B0395.3', 'F32D1.5')
('lips-8', 'F22G12.4')
('aat-6', 'rol-8')
('F25D7.5', 'C36E6.2')
('Y10G11A.1', 'hosl-1')
('fip-6', 'apr-1')
('B0416.10', 'sax-1')
('sesn-1', 'acl-1')
('T26E3.10', 'R05G6.4')
('srz-63', 'aagr-3')
('chs-2', 'Y48G1C.1')
('frpr-12', 'ccnk-1')
('T18D3.9', 'sin-3')
('best-23', 'T27F6.7')
('rdy-2', 'use-1')
('nhr-37', 'arf-6')
('cdh-1', 'gpn-1')
('ctsa-2', 'W03A5.1')
('F13H6.5', 'his-57')
('mlp-1', 'sel-12')
('F15A4.10', 'C41H7.3')
('C34D4.2', 'saps-1')
('C56C10.9', 'R09F10.3')
('D1025.1', 'H37A05.4')
('ZK813.6', 'B0205.1')
('C04F12.8', 'Y57G11C.3')
('rpl-15', 'sdc-3')
('F56F11.1', 'C54G4.9')
('eif-1.A', 'M01H9.3')
('lev-11', 'T13F2.2')
('tctn-1', 'Y82E9BR.22')
('Y51A2D.14', 'sss-1')
('cpg-7', 'Y66A7A.2')
('C32D5.8', 'hmg-6')
('tmd-2', 'adbp-1')
('twk-25', 'rpb-5')
('pqn-15', 'F07F6.4')
('rund-1', 'mig-10')
('T03F6.9', 'fbxb-101')
('nspb-12', 'lonp-1')
('clc-5', 'Y53G8B.1')
('nmtn-1', 'trpp-5')
('mca-3', 'Y75B8A.25')
('F53C3.4', 'lgg-2')
('cho-1', 'R144.3')
('B0303.16', 'eif-3.L')
('flp-6', 'W02B12.11')
('ZK1290.5', 'Y47G6A.21')
('T13F3.7', 'ZK616.3')
('col-10', 'F11A10.6')
('C54E4.5', 'Y116A8C.30')
('M02G9.2', 'T09B9.4')
('Y119C1B.6', 'nac-2')
('F07H5.6', 'tub-2')
('C24A3.1', 'abhd-12')
('T10E10.4', 'C17C3.1')
('C14C10.1', 'gar-3')
('sra-26', 'sli-1')
('fmo-5', 'dpy-11')
('rpl-26', 'cye-1')
('vacl-14', 'gck-3')
('spp-13', 'ife-4')
('best-15', 'Y47D7A.15')
('bgnt-1.1', 'msh-6')
('gnrr-2', 'tric-1B.2')
('srw-87', 'kars-1')
('srg-69', 'selt-1.1')
('nas-3', 'R07B1.6')
('nas-12', 'Y105E8B.6')
('tes-1', 'nduf-5')
('F15E6.9', 'symk-1')
('dhs-17', 'pst-1')
('ttr-41', 'C34B2.5')
('cpg-4', 'rpn-7')
('dpy-14', 'Y65B4A.6')
('lst-5', 'K05C4.2')
('C04E7.4', 'ark-1')
('men-1', 'F10E7.5')
('tcc-1', 'C48B6.2')
('hpd-1', 'his-61')
('Y53F4B.20', 'Y38H6C.16')
('F13C5.1', 'tbc-9')
('C05D9.4', 'W03A5.6')
('egas-4', 'puf-12')
('F38G1.3', 'nhr-23')
('Y66D12A.24', 'T12D8.10')
('sdz-38', 'skr-18')
('M7.12', 'frg-1')
('bath-24', 'Y66H1A.4')
('ceh-9', 'ddb-1')
('F38E11.9', 'D1086.12')
('T04C12.1', 'F41C3.4')
('acbp-3', 'F26F4.5')
('T07D1.2', 'F28C6.4')
('C31H2.14', 'F13G3.6')
('ins-6', 'hlh-27')
('pyp-1', 'urm-1')
('srh-74', 'tag-196')
('unc-97', 'C03B8.2')
('F53F10.2', 'jhdm-1')
('F09F9.2', 'fbxb-69')
('C10E2.2', 'mau-2')
('ZK418.2', 'pgp-10')
('glb-13', 'F52D2.6')
('Y41D4B.1', 'efk-1')
('T18D3.7', 'ptr-2')
('cah-3', 'nol-1')
('nlp-15', 'Y67D2.7')
('sgk-1', 'F23B12.4')
('fbxc-32', 'nduf-7')
('rpl-14', 'eif-3.F')
('T03F6.7', 'dbl-1')
('srz-103', 'uba-2')
('ZC13.10', 'his-1')
('Y57G7A.1', 'npp-20')
('F07C3.9', 'lin-32')
('ceh-75', 'F28B3.5')
('Y48A6C.8', 'dpm-1')
('Y34F4.6', 'F36A2.7')
('vha-16', 'gtl-1')
('tkr-2', 'apc-11')
('C37H5.13', 'C05D11.8')
('vet-1', 'vha-1')
('mce-1', 'ari-1')
('rps-20', 'H09G03.1')
('R11F4.2', 'T27E9.2')
('srh-59', 'cdc-48.1')
('F57B1.9', 'gei-17')
('aars-2', 'mel-46')
('ZC196.4', 'F49E8.7')
('F27B10.1', 'fis-2')
('C07C7.1', 'Y106G6D.5')
('wrt-6', 'vang-1')
('rps-11', 'idha-1')
('drap-1', 'W09D6.1')
('ttr-59', 'F28C1.1')
('rps-4', 'tyms-1')
('lgc-33', 'fli-1')
('W02H3.1', 'F54B3.1')
('npr-28', 'taf-11.1')
('nhr-68', 'cytb-5.2')
('C45G9.11', 'nrde-4')
('F52B5.3', 'nhr-256')
('C42D4.13', 'F25H5.10')
('B0491.6', 'C24H11.5')
('acs-17', 'T06A10.107')
('C10F3.7', 'nono-1')
('M60.4', 'smg-2')
('bicd-1', 'his-64')
('W08E12.6', 'T08A11.1')
('zig-9', 'sur-2')
('tkr-1', 'hrpu-1')
('ncx-2', 'M05D6.2')
('C24B5.4', 'lsd-1')
('srd-35', 'W03A5.2')
('T08G11.1', 'pbs-7')
('bcl-11', 'Y110A7A.9')
('F39H12.1', 'tofu-5')
('Y106G6H.1', 'mcm-10')
('Y9C12A.1', 'eif-2Balpha')
('zig-12', 'cfim-1')
('sru-8', 'atf-6')
('hsp-25', 'BE0003N10.3')
('F25H2.4', 'T07F10.5')
('K03H1.13', 'let-355')
('lron-7', 'cdk-2')
('scp-1', 'ceh-99')
('T06E4.9', 'mogs-1')
('ptp-3', 'dnj-5')
('Y22D7AR.6', 'his-3')
('flr-2', 'panl-2')
('nlt-1', 'ZK1127.6')
('lron-5', 'tsen-2')
('atf-8', 'fbxa-137')
('lgc-49', 'dpf-4')
('col-177', 'sri-57')
('srx-1', 'Y39A3CL.4')
('lec-5', 'crn-1')
('fbxb-95', 'M28.5')
('nhr-38', 'H35B03.2')
('acr-2', 'D2024.5')
('ZK185.2', 'eri-3')
('C33B4.4', 'ragc-1')
('C12D8.13', 'Y11D7A.19')
('C08B6.4', 'Y71G12B.6')
('C54G6.3', 'Y56A3A.18')
('crp-1', 'F11A10.5')
('srg-22', 'T28C6.5')
('C14C6.5', 'dip-2')
('C13A10.2', 'hpr-17')
('pgp-7', 'Y23H5B.5')
('C31B8.1', 'K08A2.1')
('E02H4.4', 'rsd-6')
('nhr-19', 'rpn-11')
('R02F11.3', 'C16C10.8')
('T28D6.5', 'nhr-152')
('R02D1.2', 'hst-3.2')
('Y77E11A.12', 'ctf-4')
('Y22D7AL.10', 'samp-1')
('M163.10', 'ing-3')
('ZC132.9', 'C15C8.7')
('acr-14', 'R11G1.7')
('srz-14', 'copd-1')
('olrn-1', 'R08D7.1')
('clp-4', 'fce-1')
('K07A12.8', 'erp-44.2')
('R02F11.1', 'F47G9.1')
('F54E4.2', 'gbh-1')
('comt-3', 'ddx-35')
('rps-30', 'C45G9.2')
('Y39A1A.27', 'ubc-13')
('ddr-1', 'scm-1')
('sri-72', 'sos-1')
('K04G2.9', 'exos-8')
('srh-137', 'thoc-2')
('esyt-2', 'Y40B1B.7')
('nhr-78', 'C37H5.5')
('ptp-4', 'bath-9')
('sre-42', 'ostd-1')
('gnrr-5', 'T23C6.4')
('tat-6', 'M01F1.3')
('rpl-1', 'K12H6.6')
('Y102A11A.5', 'his-9')
('glb-27', 'fbxb-50')
('picc-1', 'C14C10.2')
('kcc-2', 'set-16')
('F13B12.4', 'C16H3.3')
('sri-6', 'fbxb-75')
('ZK154.1', 'did-2')
('W09G12.9', 'pdr-1')
('ttr-17', 'tag-72')
('T11G6.4', 'dnc-2')
('C30A5.10', 'F59F4.2')
('haf-7', 'let-49')
('lgc-48', 'T05E7.3')
('cng-3', 'atg-16.2')
('srh-217', 'F01G4.5')
('K04H4.2', 'R02F2.1')
('K02F6.5', 'F38E1.9')
('tmc-1', 'ekl-1')
('hsp-110', 'fbxc-20')
('K11H12.9', 'T24A6.20')
('npr-16', 'mpc-1')
('R10E12.2', 'nova-1')
('K08E3.5', 'fre-1')
('nep-12', 'mre-11')
('K09H11.6', 'tra-3')
('R13H4.7', 'vps-11')
('F22B8.7', 'cpz-1')
('spp-5', 'W04D2.4')
('R151.2', 'R12E2.1')
('rnt-1', 'bec-1')
('F55E10.5', 'bca-2')
('tli-1', 'cec-10')
('srg-17', 'iff-2')
('Y66H1A.5', 'C50F4.4')
('F21C10.13', 'hut-1')
('lrx-1', 'ubxn-2')
('K08E7.5', 'T04G9.4')
('F28A12.10', 'D1007.8')
('F53C3.3', 'rcor-1')
('nhr-253', 'gna-1')
('C38C3.6', 'F55F8.2')
('C30G12.4', 'czw-1')
('Y23H5B.8', 'E04D5.2')
('F22F7.7', 'tcer-1')
('pqn-83', 'sma-4')
('F19H8.2', 'Y53F4B.18')
('zip-1', 'cpna-3')
('ubc-18', 'F29B9.1')
('C39F7.1', 'xpb-1')
('K11E4.6', 'bre-5')
('his-62', 'W09G3.8')
('fbxc-52', 'F56G4.4')
('dop-3', 'F01D4.5')
('F53F4.13', 'mdt-21')
('cal-8', 'his-7')
('K01A12.3', 'cri-3')
('frpr-16', 'Y54H5A.2')
('pkg-2', 'mrpl-32')
('F14F9.4', 'sut-1')
('gcy-12', 'F10E9.7')
('T21H3.5', 'atgl-1')
('mam-4', 'acox-3')
('bli-5', 'hlh-2')
('K01A2.10', 'npp-8')
('glb-29', 'ctb-1')
('C27A7.8', 'C09D4.4')
('sir-2.2', 'mtcu-2')
('ZK816.4', 'cdc-73')
('madf-4', 'snpc-4')
('tpst-1', 'T24H10.1')
('flp-1', 'rps-16')
('arrd-16', 'srh-172')
('lmd-2', 'C05C8.1')
('dhs-18', 'ZK355.2')
('W03F8.6', 'prdx-6')
('D2005.6', 'K07A1.15')
('myo-5', 'tag-189')
('C30F8.3', 'nrde-2')
('F22F1.3', '2L52.1')
('mutd-1', 'npp-5')
('srab-24', 'hpo-39')
('sid-5', 'smrc-1')
('Y55D5A.3', 'his-59')
('nlp-30', 'vps-25')
('D1007.18', 'pas-4')
('Y39B6A.5', 'fnta-1')
('rab-28', 'mdt-6')
('F45D3.2', 'tbce-1')
('ggr-2', 'F28F8.9')
('C05D12.7', 'trpp-6')
('tbx-32', 'F09G2.2')
('ZK512.11', 'hpk-1')
('Y111B2A.13', 'polg-1')
('rme-1', 'F40G9.14')
('aqp-4', 'npp-24')
('K08E7.8', 'W10D9.3')
('F20B6.4', 'smn-1')
('mec-9', 'pfd-4')
('M04D8.7', 'C16C4.18')
('col-14', 'Y22D7AL.4')
('dmd-8', 'rho-1')
('nhr-268', 'rbx-1')
('C47E8.3', 'rpoa-12')
('F44E2.10', 'mmaa-1')
('sra-31', 'T24E12.1')
('Y38F1A.1', 'Y47G6A.9')
('vha-3', 'ZK688.7')
('F16C3.2', 'Y48G8AL.10')
('glr-5', 'C14B1.8')
('C05G5.5', 'maea-1')
('Y55B1BR.6', 'mrpl-13')
('cpg-8', 'sto-4')
('akt-1', 'T12E12.3')
('fut-1', 'trap-1')
('C17B7.9', 'uvs-1')
('str-48', 'algn-1')
('clec-180', 'nprl-2')
('D1046.4', 'ddx-15')
('pry-1', 'ttm-1')
('Y22D7AL.15', 'F25G6.8')
('gst-38', 'dnc-4')
('irld-12', 'F22D3.5')
('VC5.1', 'T21C12.8')
('dhhc-14', 'lsm-7')
('Y38H6C.4', 'set-21')
('fkh-9', 'T07A9.14')
('F58E2.4', 'epn-1')
('Y62E10A.13', 'Y53F4B.14')
('C45G9.14', 'Y54G11A.2')
('R05G6.1', 'arx-1')
('F09E5.16', 'spn-4')
('F35A5.5', 'idi-1')
('gmeb-2', 'ddi-1')
('T06C12.12', 'F10C1.9')
('lev-10', 'ZK1067.3')
('nhr-184', 'Y92H12BR.3')
('dim-1', 'rsr-2')
('cha-1', 'Y43F8C.7')
('ZC196.8', 'tag-115')
('srh-147', 'pak-2')
('asp-2', 'mthf-1')
('set-6', 'C24H12.5')
('C25F6.7', 'F13B12.1')
('C50E3.7', 'C13F10.7')
('T01B11.1', 'K10D2.7')
('srh-131', 'F09F7.7')
('F56A11.4', 'pigv-1')
('che-2', 'Y62F5A.9')
('rpl-31', 'nrde-1')
('Y42H9AR.5', 'B0511.2')
('nhr-89', 'ZK632.14')
('ncr-1', 'usp-5')
('M163.9', 'arx-5')
('F09C12.2', 'ergo-1')
('T23B3.6', 'cul-4')
('ZC247.2', 'mrpl-41')
('ttx-7', 'set-14')
('K02B12.7', 'Y34B4A.2')
('F13B12.3', 'C03C10.2')
('sqt-3', 'W01C8.5')
('F55C12.4', 'dhhc-10')
('grl-5', 'T20G5.9')
('K07H8.12', 'str-109')
('rpl-19', 'his-11')
('Y39E4B.6', 'T10F2.2')
('C06A6.4', 'ostb-1')
('hot-8', 'rpn-5')
('Y71G12B.31', 'kin-32')
('irld-30', 'git-1')
('F59A1.11', 'C37A5.11')
('srz-42', 'rnh-2')
('B0416.4', 'dlst-1')
('T05E7.1', 'C05D11.1')
('oac-51', 'fbxb-54')
('nhr-139', 'rei-1')
('frpr-18', 'Y11D7A.3')
('klp-7', 'pus-1')
('Y38E10A.9', 'hmg-12')
('mps-1', 'tag-153')
('srab-16', 'swd-2.1')
('F33E2.5', 'Y54G2A.36')
('zyx-1', 'sec-10')
('nhr-41', 'ubc-15')
('F46C8.3', 'farl-11')
('str-180', 'eak-7')
('T23F6.1', 'F36G3.3')
('F02D8.9', 'cyc-1')
('rpl-5', 'thoc-1')
('C40H1.3', 'C43H6.4')
('hda-4', 'ZC513.5')
('ZK1073.2', 'ttb-1')
('pod-1', 'D1007.5')
('mgl-1', 'wdr-20')
('F36H9.2', 'mus-81')
('F08B12.4', 'suco-1')
('tiar-3', 'rab-18')
('wdfy-2', 'Y39B6A.37')
('F26F12.4', 'C53A5.17')
('B0507.1', 'smg-6')
('lec-6', 'Y53G8AM.8')
('sre-20', 'npp-9')
('ZK971.1', 'zipt-1')
('pqn-71', 'sfxn-1.5')
('srh-159', 'dpy-30')
('feh-1', 'tbcc-1')
('F40A3.1', 'K11G9.5')
('K08D12.8', 'H01M10.1')
('Y119D3B.21', 'dnj-28')
('C01C4.2', 'rpn-8')
('C04G6.10', 'nyn-2')
('F58F6.6', 'C01F6.9')
('C18B2.3', 'eif-3.E')
('F26A1.3', 'uig-1')
('C39B10.3', 'F55C9.3')
('nhr-236', 'D2045.2')
('lin-18', 'T24E12.11')
('nas-7', 'ced-2')
('cdr-4', 'Y95D11A.1')
('daf-28', 'Y55F3AM.13')
('H10E21.4', 'F32D8.4')
('srv-5', 'rab-21')
('F59F3.6', 'secs-1')
('C53D5.1', 'hpo-4')
('nhr-137', 'mys-1')
('rab-30', 'aip-1')
('F54B8.4', 'ckb-2')
('H14N18.4', 'egl-18')
('T01E8.1', 'rib-2')
('srp-2', 'syx-6')
('C18F10.7', 'F26F4.12')
('C56G7.3', 'rpb-2')
('F09G8.5', 'set-26')
('srh-171', 'ril-2')
('acr-19', 'pde-12')
('Y67D8B.2', 'rad-51')
('acr-9', 'F43G9.12')
('C50E3.6', 'Y59A8B.8')
('C53B7.3', 'rgs-11')
('twk-17', 'soem-1')
('rps-12', 'arch-1')
('cyp-13A1', 'yif-1')
('nhr-86', 'K04B12.2')
('daf-1', 'fcd-2')
('Y64H9A.2', 'teg-1')
('srh-134', 'eef-1B.2')
('mec-7', 'D1046.2')
('inx-10', 'T28C6.7')
('F01D5.8', 'ZK546.2')
('F41H10.2', 'C47G2.4')
('fbxa-81', 'Y105C5A.1268')
('cyc-2.1', 'ccdc-47')
('ilcr-1', 'utx-1')
('oig-2', 'C27F2.4')
('osta-2', 'vab-10')
('F32B4.5', 'alh-11')
('rps-22', 'C07H6.9')
('R08D7.5', 'gly-7')
('aco-2', 'T23G7.2')
('K09C8.9', 'K12H4.3')
('sqv-4', 'sor-1')
('grl-16', 'Y53G8AR.6')
('aex-3', 'F36H5.13')
('Y55H10A.2', 'tag-53')
('ncap-1', 'cap-2')
('C25F9.14', 'R03H10.2')
('Y45G5AM.6', 'dsl-3')
('rpy-1', 'hpo-9')
('R102.1', 'Y9D1A.1')
('abhd-3.1', 'Y39G8B.2')
('madf-1', 'cul-3')
('srh-98', 'C28G1.2')
('srz-11', 'rde-4')
('Y37F4.7', 'sym-1')
('spe-26', 'Y43F4B.5')
('W05B10.6', 'dlg-1')
('K09F5.6', 'lem-4')
('C18H9.6', 'atx-3')
('nhr-159', 'rab-33')
('F21A3.4', 'lin-15B')
('ZK652.8', 'T22C8.3')
('F53B7.4', 'strl-1')
('nhr-26', 'C49H3.9')
('F23D12.3', 'F47B7.2')
('R13D11.4', 'F40F8.11')
('ampd-1', 'Y71F9AL.9')
('sri-32', 'C49F5.6')
('B0507.2', 'arx-2')
('alp-1', 'F36D1.9')
('F58H7.1', 'ceh-48')
('unc-52', 'ceh-74')
('nlp-46', 'nduo-4')
('ogt-1', 'F59G1.8')
('R05C11.4', 'sut-2')
('marc-6', 'T28C6.3')
('sto-6', 'natc-2')
('F41G3.21', 'F08D12.4')
('Y43F8B.2', 'plin-1')
('acr-16', 'F55A11.1')
('M02D8.7', 'toe-1')
('K05C4.9', 'T03F1.6')
('ZK809.8', 'Y41D4B.11')
('fgt-1', 'hpo-19')
('famh-161', 'F10B5.8')
('nhr-166', 'gsp-1')
('srt-12', 'T26A8.1')
('ZC84.7', 'dcp-66')
('F53A3.1', 'Y54F10AL.1')
('npr-27', 'ubc-20')
('W05E10.2', 'Y119D3B.12')
('npr-12', 'tipn-1')
('myo-2', 'F11A10.7')
('acbp-7', 'hrpk-1')
('unc-58', 'lrr-1')
('F44A2.5', 'F11G11.5')
('F46F11.8', 'npp-26')
('C56C10.7', 'tsp-9')
('ntr-1', 'sym-4')
('rpl-2', 'rnr-2')
('K09F6.13', 'vrk-1')
('nhr-129', 'nhr-228')
('aexr-3', 'cmt-1')
('C17E4.2', 'mrpl-50')
('F57B1.1', 'F07H5.13')
('C36F7.5', 'cdt-2')
('pqn-51', 'prmt-9')
('kap-1', 'mdt-27')
('T12E12.1', 'hrpf-1')
('fem-1', 'fbxa-83')
('cyp-43A1', 'K04C1.3')
('phat-4', 'sfa-1')
('F31A3.3', 'jmjc-1')
('gpcp-1', 'F10C2.4')
('R02E4.3', 'dli-1')
('F30A10.3', 'Y38A10A.7')
('R74.2', 'lsm-6')
('srz-66', 'isp-1')
('C18C4.5', 'apb-3')
('B0513.5', 'B0238.11')
('Y47G6A.18', 'K07F5.17')
('gpa-8', 'lin-52')
('sre-30', 'cup-2')
('unc-32', 'tftc-3')
('K08C7.1', 'C18A3.3')
('glr-1', 'ZK858.7')
('hsp-1', 'sre-36')
('C05C9.2', 'erfa-1')
('dct-18', 'F27D4.4')
('F57C9.6', 'hmp-1')
('lec-8', 'C03B1.7')
('C54E4.1', 'Y105E8A.25')
('best-19', 'bath-40')
('lbp-7', 'R04A9.9')
('abhd-5.2', 'lsm-3')
('R08D7.4', 'zyg-12')
('sre-39', 'atg-9')
('nfki-1', 'phf-15')
('gpa-6', 'R144.11')
('cex-2', 'Y48G8AL.5')
('klu-2', 'ced-10')
('lmd-3', 'ugt-64')
('sur-6', 'rrf-3')
('hsp-12.1', 'uaf-1')
('asm-1', 'M01F1.9')
('nhr-56', 'F25H2.12')
('rpl-20', 'row-1')
('M03E7.4', 'T13C2.6')
('Y57G11C.22', 'T10B5.3')
('acs-20', 'tftc-5')
('F25B5.3', 'his-31')
('T06A4.1', 'W09C5.7')
('nlp-40', 'Y37H2A.1')
('F14B4.1', 'Y71H2B.2')
('C41G7.9', 'dpy-19')
('K07F5.8', 'H43I07.1')
('str-131', 'orc-4')
('R01H2.7', 'plx-1')
('nhr-55', 'ceh-83')
('lgc-46', 'rpn-3')
('F54E2.9', 'baz-2')
('daf-12', 'C46C2.2')
('ipp-5', 'ceh-30')
('T26C11.4', 'mrps-14')
('str-30', 'F38E9.5')
('B0041.11', 'dxbp-1')
('W06F12.2', 'trxr-1')
('F32D8.11', 'C32B5.6')
('C54C6.5', 'bckd-1B')
('rer-1', 'acl-4')
('C54G4.5', 'bath-42')
('srh-3', 'B0336.5')
('npax-1', 'C03B8.3')
('irld-2', 'unc-101')
('M6.4', 'M142.8')
('Y73B6BL.27', 'ZK792.1')
('lurp-2', 'elpc-4')
('F20D1.3', 'lex-1')
('F57C7.4', 'cec-6')
('asp-3', 'F45G2.10')
('unc-87', 'alkb-8')
('dpy-17', 'abi-1')
('F31E3.12', 'tbp-1')
('dyf-13', 'T18D3.1')
('F41C3.5', 'pph-6')
('Y102A11A.6', 'hpo-10')
('bigr-1', 'Y39G10AR.11')
('T12D8.9', 'Y69A2AR.16')
('mlc-1', 'gos-28')
('ZK1320.13', 'C35D10.1')
('fbxa-63', 'sir-2.4')
('cccp-1', 'C50B6.3')
('C01G5.25', 'C50D2.5')
('col-34', 'dpm-3')
('C34F6.10', 'atm-1')
('Y71F9B.9', 'prmt-7')
('ppk-2', 'evl-20')
('F42H10.3', 'Y75B8A.13')
('chs-1', 'E01A2.2')
('set-19', 'vab-2')
('irk-2', 'ZK550.4')
('heh-1', 'T02G5.15')
('ceh-23', 'Y54E10BR.4')
('glb-10', 'C49H3.4')
('ent-7', 'T26C12.1')
('nhr-135', 'csn-6')
('egl-23', 'cdh-4')
('ifb-1', 'com-1')
('tbc-17', 'dgn-1')
('nhr-31', 'R151.10')
('F40A3.3', 'F37B4.10')
('K06A4.6', 'cls-3')
('Y6B3B.7', 'F28D9.4')
('F28D1.6', 'sam-4')
('K09E3.6', 'seu-1')
('acdh-6', 'K06A5.1')
('hrg-6', 'Y37E3.17')
('F33H1.6', 'map-2')
('C27F2.6', 'Y50D4C.6')
('glb-11', 'C06E2.5')
('F47G3.1', 'tag-262')
('F35D11.1', 'F39B2.5')
('nhr-133', 'F48E3.9')
('C34D1.4', 'dab-1')
('srz-74', 'Y38F2AR.3')
('pct-1', 'gst-13')
('F33E2.10', 'F56C9.10')
('twk-30', 'D2096.7')
('ins-17', 'npp-22')
('F13H8.6', 'let-60')
('T23F11.4', 'glrx-21')
('npr-4', 'sand-1')
('F47B10.3', 'algn-2')
('B0563.6', 'F56A8.5')
('arrd-19', 'ZK637.14')
('K01A12.4', 'F13A7.14')
('C03C10.9', 'F10G7.9')
('sri-28', 'W08E3.2')
('C32C4.1', 'clsp-1')
('T03D3.5', 'F37C12.1')
('sqrd-1', 'mig-5')
('apm-1', 'K08A2.4')
('toca-1', 'rpc-25')
('F13H10.6', 'mif-2')
('daf-5', 'ent-1')
('F56A12.2', 'mrps-2')
('ubl-1', 'Y42H9AR.4')
('R06A10.1', 'syx-7')
('mtch-1', 'pqn-70')
('fkh-5', 'C25G4.3')
('F58G6.8', 'praf-3')
('srh-308', 'lin-42')
('bath-37', 'Y48E1B.3')
('rps-27', 'nduo-5')
('H19N07.3', 'rab-8')
('ttr-5', 'C45B11.9')
('nhr-255', 'arl-5')
('F38H4.3', 'T01B6.1')
('F09F9.5', 'T25G3.1')
('B0252.8', 'yars-2')
('ncx-4', 'fbxb-7')
('F16C3.3', 'F56E10.1')
('F53F8.7', 'parg-1')
('Y67D8B.4', 'hmt-1')
('oatr-1', 'C45G7.4')
('K10C9.1', 'Y110A7A.7')
('T25F10.3', 'ftn-2')
('F14B6.2', 'C56G2.15')
('Y71G12B.23', 'tbcd-1')
('srz-29', 'ubc-9')
('ZK856.6', 'npp-12')
('nhx-2', 'slc-25A10')
('trak-1', 'coq-6')
('Y48G8AR.2', 'F22E5.7')
('mcu-1', 'C26E6.12')
('ugt-56', 'rad-23')
('F31D4.5', 'C47D12.4')
('ins-30', 'Y67D8C.3')
('srg-61', 'mut-15')
('lin-10', 'Y60A3A.9')
('kgb-1', 'Y75B8A.8')
('egl-47', 'smo-1')
('Y37D8A.4', 'F57H12.5')
('nhr-225', 'F58B3.7')
('Y46D2A.1', 'daf-10')
('rps-23', 'F18C12.3')
('F36H1.11', 'ceh-100')
('W02B12.1', 'Y94H6A.5')
('nlp-2', 'tofu-6')
('C50D2.6', 'K09E4.2')
('R13A5.7', 'aak-2')
('Y57E12AR.1', 'mrpl-1')
('Y48C3A.3', 'Y37E11AM.2')
('D1053.3', 'ebax-1')
('F49C12.12', 'dnj-15')
('sru-38', 'fbxb-8')
('ZK154.6', 'gsp-4')
('hum-5', 'F19B10.1')
('sup-12', 'F16B12.6')
('B0198.2', 'F25B4.5')
('mbf-1', 'Y43F4B.9')
('T15B7.15', 'aat-9')
('srw-1', 'F53F4.10')
('dhp-1', 'F13H10.3')
('lips-3', 'hars-1')
('icd-1', 'T28F2.2')
('aat-5', 'F10A3.17')
('cpn-2', 'F42A6.6')
('oig-3', 'F08F8.10')
('C25G6.1', 'W09C5.8')
('rpl-9', 'efhd-1')
('C06A8.3', 'nepr-1')
('arr-1', 'pqn-85')
('cul-6', 'C46F11.5')
('C18E3.3', 'C39B5.2')
('bus-8', 'wdr-5.3')
('ZK1320.5', 'F40B5.2')
('elo-2', 'W03F9.2')
('col-186', 'R02D3.7')
('lron-13', 'M03F8.3')
('elo-9', 'F49E7.2')
('F55C12.5', 'ccdc-55')
('mks-6', 'eme-1')
('unc-11', 'rab-35')
('W08E12.8', 'hse-5')
('gbb-2', 'Y37E11B.5')
('nhr-168', 'atp-4')
('somi-1', 'C44E4.4')
('pfn-2', 'hid-1')
('T20D3.2', 'F35G12.12')
('Y34B4A.6', 'C16B8.4')
('nhr-42', 'ulp-3')
('goa-1', 'zif-1')
('C09B8.8', 'pup-2')
('cut-3', 'eor-2')
('D2085.7', 'F37A4.1')
('kal-1', 'smg-4')
('R07E5.4', 'zipt-11')
('best-22', 'Y38H6A.5')
('cnp-2', 'riok-3')
('B0238.12', 'sna-2')
('F54H5.14', 'hpo-21')
('C11H1.7', 'djr-1.1')
('C09F5.1', 'swan-2')
('srz-24', 'sac-1')
('pdfr-1', 'eif-3.D')
('ZC247.1', 'ltd-1')
('Y43B11AR.1', 'bcl-7')
('gcy-25', 'Y25C1A.7')
('str-4', 'B0495.9')
('rop-1', 'F56G4.6')
('K08D12.4', 'R166.2')
('T14G11.1', 'C49C3.7')
('cdr-6', 'oac-46')
('F40H6.1', 'dnj-11')
('asg-2', 'let-502')
('C54H2.4', 'pad-2')
('Y66C5A.1', 'R12C12.6')
('D1054.9', 'evl-18')
('ZC477.2', 'rap-1')
('T24E12.6', 'ced-12')
('nkb-1', 'rad-26')
('F49D11.2', 'ddl-1')
('rpl-24.1', 'B0001.5')
('axl-1', 'Y53G8AR.5')
('mec-1', 'T13H5.4')
('T08G5.15', 'F43D2.6')
('ubq-2', 'pals-25')
('ocr-1', 'mat-1')
('eat-4', 'F21D5.6')
('F59F5.5', 'cyh-1')
('lact-4', 'Y108G3AL.2')
('T05A8.3', 'hda-3')
('sra-1', 'adss-1')
('T10B9.9', 'T28F4.5')
('abu-11', 'rpac-19')
('C01G6.5', 'mfap-1')
('nhr-238', 'Y69H2.9')
('Y42H9AR.2', 'pole-2')
('R01E6.2', 'lid-1')
('C32D5.1', 'Y13C8A.2')
('snt-5', 'D2089.8')
('H32K21.1', 'ced-9')
('adm-2', 'riok-2')
('srh-207', 'tlk-1')
('oac-29', 'B0024.10')
('cwp-2', 'isw-1')
('F18G5.1', 'F55C9.15')
('gei-3', 'mys-2')
('sre-1', 'asns-2')
('M02A10.1', 'nhr-122')
